Genome	TARA_048-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	1267
GCA_009937575.1_ASM993757v1_genomic	1383
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	53913
GCA_010669285.1_ASM1066928v1_genomic	5719
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	1115
GCA_012270045.1_ASM1227004v1_genomic	1549
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	43885
GCA_013214285.1_ASM1321428v1_genomic	1514
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	2982
GCA_013911345.1_ASM1391134v1_genomic	2348
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	1453
GCA_016704305.1_ASM1670430v1_genomic	8765
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	10182
GCA_016744355.1_ASM1674435v1_genomic	2979
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	861
GCA_017255185.1_ASM1725518v1_genomic	6009
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	3305
GCA_020443325.1_ASM2044332v1_genomic	810
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	410
GCA_020443345.1_ASM2044334v1_genomic	1423
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	813
GCA_030066555.1_ASM3006655v1_genomic	3528
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1229
GCA_020443425.1_ASM2044342v1_genomic	1167
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	2472
GCA_022425845.1_ASM2242584v1_genomic	1255
GCA_943787385.1_05052020-pm_METABAT_10_genomic	7490
GCA_023253715.1_ASM2325371v1_genomic	8881
GCA_943787485.1_05052020-am_METABAT_80_genomic	7683
GCA_024234675.1_ASM2423467v1_genomic	4254
GCA_030427335.1_ASM3042733v1_genomic	3263
GCA_024234735.1_ASM2423473v1_genomic	11453
GCA_000158155.1_ASM15815v1_genomic	11004
GCA_024234815.1_ASM2423481v1_genomic	6011
GCA_000169115.1_ASM16911v1_genomic	8181
GCA_024234855.1_ASM2423485v1_genomic	4517
GCA_001983995.1_ASM198399v1_genomic	8300
GCA_024640505.1_ASM2464050v1_genomic	918
GCA_000764025.1_ASM76402v1_genomic	10102
GCA_024642245.1_ASM2464224v1_genomic	1263
GCA_003457605.1_ASM345760v1_genomic	6934
GCA_024642265.1_ASM2464226v1_genomic	1441
GCA_003520285.1_ASM352028v1_genomic	2342
GCA_024644535.1_ASM2464453v1_genomic	3576
GCA_004340525.1_ASM434052v1_genomic	8392
GCA_024686215.1_ASM2468621v1_genomic	855
GCA_004354085.1_ASM435408v1_genomic	4961
GCA_024742415.1_ASM2474241v1_genomic	1163
GCA_004745945.1_ASM474594v1_genomic	7208
GCA_026230195.1_ASM2623019v1_genomic	6445
GCA_008064665.1_ASM806466v1_genomic	4988
GCA_026262625.1_ASM2626262v1_genomic	11540
GCA_008081075.1_ASM808107v1_genomic	3394
GCA_026262685.1_ASM2626268v1_genomic	6845
GCA_009910365.1_ASM991036v1_genomic	11334
GCA_027295405.1_ASM2729540v1_genomic	6636
GCA_009937065.1_ASM993706v1_genomic	15174
GCA_028117185.1_ASM2811718v1_genomic	1283
GCA_014077625.1_ASM1407762v1_genomic	13927
GCA_028277365.1_ASM2827736v1_genomic	2483
GCA_014652275.1_ASM1465227v1_genomic	17726
GCA_018342035.1_IUB_Sapp_1.0_genomic	191686
GCA_026710905.1_ASM2671090v1_genomic	8456
GCA_028282105.1_ASM2828210v1_genomic	3114
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	10483
GCA_000153125.2_ASM15312v2_genomic	8414
GCA_002377985.1_ASM237798v1_genomic	3773
GCA_008064635.1_ASM806463v1_genomic	5302
GCA_015222725.1_ASM1522272v1_genomic	1090
